accession,bp,cc,mf,pdb_status,status
P28304,0,1,0,True,True
P39315,0,1,1,True,True
Q9SV68,0,1,0,True,True
O95825,0,1,0,False,False
Q3UNZ8,0,1,0,False,False
O74489,0,1,0,False,False
O94710,0,1,1,False,False
Q2TAL8,0,1,0,False,False
P86727,0,1,0,False,False
P40719,0,1,0,True,True
Q9ZU40,0,1,0,False,False
O14096,0,1,0,False,False
P64554,0,1,0,False,False
A2RM05,0,1,0,False,False
F4INP9,0,1,0,False,False
Q8VZB9,0,1,0,False,False
P59231,0,1,0,False,False
Q9LRX8,0,1,0,False,False
Q9SVR0,0,1,0,False,False
Q9FKC0,0,1,0,False,False
Q6NVV1,0,1,0,False,False
P50876,0,1,0,True,True
P42798,0,1,0,False,False
O82205,0,1,0,False,False
Q9LX88,0,1,0,False,False
Q9M0E0,0,1,0,False,False
Q8L7K0,0,1,0,False,False
Q9LUD4,0,1,0,False,False
Q9LPV3,0,1,0,False,False
P49637,0,1,0,False,False
P59271,0,1,0,False,False
P59232,0,1,0,False,False
P59233,0,1,0,False,False
Q9LMK0,0,1,0,False,False
Q9FZH0,0,1,0,False,False
Q9C912,0,1,0,False,False
P51422,0,1,0,False,False
Q9SRK6,0,1,0,False,False
Q8RXU5,0,1,0,False,False
Q80WD0,0,1,0,False,False
Q80WD1,0,1,0,True,True
O49513,0,1,0,False,False
Q96283,0,1,0,False,False
Q9FGK5,0,1,0,False,False
Q9SRS5,0,1,0,False,False
Q9SIP0,0,1,0,False,False
Q9C9U7,0,1,0,False,False
P35284,0,1,1,False,False
A4D1S5,0,1,0,False,False
Q38922,0,1,1,False,False
Q9D1G1,0,1,0,False,False
Q54NU2,0,1,0,False,False
P35290,0,1,0,False,False
Q9VP48,0,1,0,False,False
Q504M8,0,1,0,False,False
P51158,0,1,1,False,False
Q9CZE3,0,1,0,False,False
O95755,0,1,0,False,False
Q96AX2,0,1,0,False,False
Q9JKM7,0,1,0,False,False
Q8QZZ8,0,1,0,False,False
P11023,0,1,0,False,False
P62824,0,1,0,False,False
Q63942,0,1,0,False,False
Q5JT25,0,1,0,False,False
Q91ZR1,0,1,0,False,False
Q0IIG7,0,1,0,False,False
P18066,0,1,0,False,False
Q9CQD1,0,1,1,False,False
Q6DUB4,0,1,0,False,False
Q63481,0,1,1,False,False
H9BW96,0,1,0,False,False
P55258,0,1,0,True,True
P61028,0,1,0,False,False
Q9R0M6,0,1,0,True,True
Q9NP90,0,1,1,True,True
O23657,0,1,0,False,False
O35551,0,1,0,False,False
Q9H5N1,0,1,0,False,False
Q3YEC7,0,1,1,False,False
P40220,0,1,1,False,False
P62965,0,1,1,True,True
P62966,0,1,1,False,False
O49841,0,1,1,False,False
Q38903,0,1,0,True,True
Q38937,0,1,1,True,True
Q9SBJ6,0,1,0,True,True
Q6ZHA3,0,1,0,False,False
O82480,0,1,0,True,True
Q9XGU0,0,1,0,False,False
Q61550,0,1,1,False,False
Q54LV1,0,1,0,False,False
P79064,0,1,0,False,False
Q8W489,0,1,0,False,False
P9WHJ9,0,1,0,False,False
O88667,0,1,0,False,False
O24466,0,1,0,False,False
Q9LZD4,0,1,0,False,False
Q9SF91,0,1,0,False,False
Q3SWS8,0,1,0,False,False
Q38942,0,1,0,False,False
Q70KG5,0,1,0,False,False
Q70KG3,0,1,0,False,False
Q9LKR8,0,1,0,False,False
Q9SN68,0,1,1,True,True
P55895,0,1,0,False,False
Q9LW76,0,1,0,False,False
Q9C820,0,1,0,False,False
Q9LS94,0,1,0,False,False
P46061,0,1,0,True,True
O80501,0,1,1,False,False
Q9SMR4,0,1,0,False,False
Q9SID8,0,1,0,False,False
Q9P0K7,0,1,0,False,False
Q9EP71,0,1,0,False,False
Q9H6Z4,0,1,1,True,True
P69566,0,1,0,False,False
Q54KD9,0,1,0,False,False
Q9VUN3,0,1,1,False,False
P33519,0,1,0,False,False
P61223,0,1,0,False,False
P27844,0,1,0,False,False
O35626,0,1,0,False,False
Q86WH2,0,1,0,False,False
O75901,0,1,0,False,False
P31473,0,1,1,True,True
Q7TPD6,0,1,0,False,False
Q9P7S8,0,1,0,False,False
Q550H6,0,1,0,False,False
P35285,0,1,1,True,True
Q99P58,0,1,1,True,True
Q54QR3,0,1,0,False,False
Q96DA2,0,1,1,False,False
P69735,0,1,1,False,False
Q12829,0,1,0,False,False
P0C0E4,0,1,0,False,False
Q9FPJ8,0,1,0,False,False
Q0WW84,0,1,0,False,False
Q8NC74,0,1,0,False,False
O43088,0,1,0,False,False
O75884,0,1,0,True,True
O74926,0,1,0,False,False
Q12270,0,1,0,False,False
Q8RXC8,0,1,1,False,False
F4ICF4,0,1,0,False,False
Q9FZ81,0,1,0,False,False
Q8RXW0,0,1,0,False,False
Q8LF05,0,1,0,False,False
Q0WQX7,0,1,0,False,False
Q9CAN1,0,1,1,False,False
Q9LYP1,0,1,0,False,False
F4JBM4,0,1,0,False,False
Q6ENG6,0,1,0,True,True
P0C510,0,1,0,False,False
P0C511,0,1,0,False,False
P0C512,0,1,0,True,True
P98175,0,1,1,True,True
Q9NTZ6,0,1,1,True,True
Q96T37,0,1,1,False,False
Q9Y4C8,0,1,1,True,True
Q86U06,0,1,0,True,True
P42696,0,1,1,False,False
Q8IUH3,0,1,1,False,False
Q5RL73,0,1,0,False,False
Q9Y580,0,1,1,True,True
Q9CWZ3,0,1,1,False,False
Q27W01,0,1,0,False,False
O81209,0,1,1,False,False
Q948U0,0,1,0,False,False
Q948T9,0,1,0,False,False
Q9SW17,0,1,0,False,False
Q9LZU9,0,1,0,False,False
Q9LEB4,0,1,1,False,False
P02925,0,1,0,True,True
P0AGI1,0,1,0,False,False
Q9H477,0,1,0,True,True
O60116,0,1,0,False,False
Q5PQP2,0,1,0,False,False
Q8NDN9,0,1,0,False,False
Q99LJ7,0,1,0,False,False
Q9CYF5,0,1,0,False,False
A6NED2,0,1,0,True,True
Q92368,0,1,0,False,False
O94448,0,1,0,False,False
Q9P3B2,0,1,0,False,False
Q54S38,0,1,0,False,False
Q09870,0,1,0,False,False
O14039,0,1,0,False,False
Q15293,0,1,1,False,False
Q14257,0,1,1,False,False
Q6NRZ0,0,1,1,False,False
Q9SUL1,0,1,0,False,False
Q84L32,0,1,1,False,False
Q84L33,0,1,1,False,False
Q84L31,0,1,1,False,False
Q8NBN7,0,1,1,False,False
O55240,0,1,0,False,False
Q9LT77,0,1,0,False,False
Q9SUT0,0,1,0,False,False
Q10215,0,1,0,False,False
P53693,0,1,0,False,False
Q09150,0,1,0,False,False
P36625,0,1,0,False,False
P9WHJ1,0,1,0,False,False
P9WHI9,0,1,0,False,False
P9WMQ7,0,1,0,False,False
P9WHI7,0,1,0,False,False
P9WHI5,0,1,0,False,False
O34748,0,1,0,False,False
P9WHI1,0,1,0,False,False
Q00765,0,1,0,False,False
Q60870,0,1,0,False,False
Q96HR9,0,1,0,False,False
Q9BYZ8,0,1,1,True,True
O59811,0,1,0,False,False
Q8CHK2,0,1,0,False,False
Q8IUW5,0,1,0,False,False
Q8RYD1,0,1,0,False,False
Q84WP3,0,1,0,False,False
Q9WTY2,0,1,1,True,True
O80837,0,1,0,False,False
P93788,0,1,1,False,False
P06019,0,1,0,True,True
Q96D71,0,1,1,False,False
Q61103,0,1,0,False,False
Q9FGP9,0,1,0,False,False
Q10358,0,1,0,False,False
Q9C9Z3,0,1,0,False,False
Q94CJ5,0,1,0,False,False
Q8RWG3,0,1,0,False,False
P47940,0,1,0,False,False
Q9V7U0,0,1,1,False,False
P24774,0,1,0,False,False
P24775,0,1,0,False,False
P82980,0,1,1,True,True
Q9VMD6,0,1,0,False,False
Q9EP95,0,1,0,False,False
Q99P86,0,1,0,True,True
Q9HD89,0,1,0,True,True
Q99P87,0,1,0,True,True
Q6NUM9,0,1,0,False,False
Q9P7H2,0,1,0,False,False
Q9GZR2,0,1,1,False,False
O94375,0,1,0,False,False
Q96IC2,0,1,0,False,False
Q9UGC7,0,1,0,False,False
Q8BJU9,0,1,0,False,False
Q8K126,0,1,0,False,False
Q09691,0,1,0,False,False
Q10Q08,0,1,0,False,False
Q63528,0,1,1,False,False
Q92373,0,1,0,False,False
Q92374,0,1,0,False,False
P37748,0,1,0,False,False
Q9Y644,0,1,0,False,False
Q9NWB1,0,1,1,True,True
Q8VH31,0,1,0,False,False
P38234,0,1,0,False,False
O94302,0,1,0,False,False
P48382,0,1,1,True,True
O14593,0,1,1,True,True
O14014,0,1,0,False,False
Q9UUJ3,0,1,0,False,False
Q6NKT5,0,1,0,False,False
O14106,0,1,0,False,False
Q9LVT8,0,1,0,False,False
Q9NZL6,0,1,0,False,False
Q8N7M5,0,1,0,False,False
Q15493,0,1,1,True,True
Q9LUE6,0,1,0,False,False
Q9Z2B3,0,1,0,False,False
P56700,0,1,0,False,False
Q9JL25,0,1,0,False,False
Q8WQC0,0,1,1,False,False
Q8LA13,0,1,0,False,False
Q9C718,0,1,0,False,False
P93008,0,1,0,False,False
Q944S1,0,1,0,False,False
Q9FNM7,0,1,0,False,False
Q9FFT9,0,1,0,False,False
Q84W89,0,1,0,False,False
Q8L7S8,0,1,0,False,False
Q8GUG7,0,1,0,False,False
Q9LIH9,0,1,0,False,False
Q9C551,0,1,0,False,False
Q94BV4,0,1,0,False,False
Q8VEK2,0,1,0,False,False
Q68FT6,0,1,0,False,False
Q9NX52,0,1,1,False,False
O22197,0,1,0,False,False
P18577,0,1,0,False,False
Q9FKE9,0,1,0,False,False
Q6PJF5,0,1,0,False,False
Q02161,0,1,0,False,False
Q3UIA2,0,1,0,False,False
Q6ZUM4,0,1,0,True,True
Q9NIV0,0,1,0,False,False
P76469,0,1,1,True,True
P76470,0,1,0,False,False
P53879,0,1,1,False,False
P62747,0,1,1,False,False
Q8TCX5,0,1,0,False,False
Q61085,0,1,1,False,False
Q8HXG3,0,1,0,False,False
Q8IUC4,0,1,0,True,True
P0AA67,0,1,1,False,False
P0AG38,0,1,0,False,False
O74945,0,1,0,False,False
Q9P7M9,0,1,0,False,False
P87241,0,1,0,False,False
O60181,0,1,0,False,False
Q9P7L3,0,1,0,False,False
Q6NLQ7,0,1,1,False,False
P0A7J0,0,1,1,True,True
Q9H4K1,0,1,0,False,False
P0CI36,0,1,1,False,False
Q80ZG1,0,1,1,False,False
O74737,0,1,0,False,False
Q9LIA4,0,1,1,False,False
Q5ND29,0,1,0,False,False
O14087,0,1,1,False,False
Q6PFX8,0,1,1,False,False
Q80WS1,0,1,1,False,False
P9WH17,0,1,0,False,False
Q9UJD0,0,1,0,False,False
Q9H426,0,1,0,False,False
Q8W4Q5,0,1,0,False,False
Q8TB24,0,1,1,True,True
Q93Z92,0,1,0,False,False
O42650,0,1,0,False,False
Q9P7W5,0,1,0,False,False
P86126,0,1,0,False,False
A6MWS7,0,1,0,False,False
A6MWS9,0,1,0,False,False
P9WHR1,0,1,0,False,False
P86129,0,1,0,False,False
P9WHU5,0,1,0,True,True
Q9ERK0,0,1,0,True,True
Q5EBL4,0,1,0,False,False
Q969X0,0,1,0,False,False
O15909,0,1,0,False,False
P21524,0,1,1,True,True
O80575,0,1,0,False,False
P61714,0,1,1,False,False
Q9HB40,0,1,0,False,False
P70426,0,1,1,False,False
Q9FY50,0,1,0,False,False
Q9MAP3,0,1,0,False,False
Q6END7,0,1,0,False,False
P0C438,0,1,0,False,False
P0C439,0,1,0,False,False
P0C440,0,1,0,False,False
Q6END6,0,1,0,False,False
P0C441,0,1,0,False,False
P0C442,0,1,0,False,False
P0C443,0,1,0,False,False
Q9M385,0,1,0,False,False
Q9SX68,0,1,0,False,False
Q6LFD5,0,1,0,False,False
Q8W463,0,1,0,False,False
Q8RXX5,0,1,0,False,False
Q9LY66,0,1,0,False,False
Q6ENF0,0,1,0,False,False
P0C447,0,1,0,False,False
P0C448,0,1,0,False,False
Q6END4,0,1,0,False,False
P0C444,0,1,0,False,False
P0C445,0,1,0,False,False
P0C446,0,1,0,False,False
Q6ENC8,0,1,0,False,False
P0C449,0,1,0,False,False
P0C450,0,1,0,False,False
P0C451,0,1,0,False,False
O22795,0,1,0,False,False
Q9FJP3,0,1,0,False,False
Q6EN83,0,1,0,False,False
P0C495,0,1,0,False,False
P0C496,0,1,0,False,False
P0C497,0,1,0,False,False
Q9FWS4,0,1,0,False,False
Q6ENA9,0,1,0,False,False
P0C452,0,1,0,False,False
P0C453,0,1,0,False,False
P0C454,0,1,0,False,False
Q6ENF2,0,1,0,False,False
P0C455,0,1,0,False,False
P0C456,0,1,0,False,False
P0C457,0,1,0,False,False
Q8VZ55,0,1,0,False,False
Q6ENE0,0,1,0,False,False
P0C458,0,1,0,False,False
P0C459,0,1,0,False,False
P62727,0,1,0,False,False
Q9SKX4,0,1,0,False,False
Q9LRN8,0,1,0,False,False
P93050,0,1,0,False,False
P28327,0,1,0,True,True
P53026,0,1,0,False,False
Q09127,0,1,0,False,False
Q9P769,0,1,0,False,False
P86048,0,1,0,False,False
P0A7J3,0,1,0,True,True
Q6ZWV3,0,1,0,False,False
P42794,0,1,0,False,False
P0CT77,0,1,0,False,False
P0CT78,0,1,0,False,False
P16168,0,1,0,False,False
Q9LFH5,0,1,0,False,False
Q9FF52,0,1,0,False,False
P0CT83,0,1,0,False,False
P0CT84,0,1,0,False,False
P35979,0,1,0,True,True
Q9SMT4,0,1,0,False,False
Q9FF90,0,1,0,False,False
O59931,0,1,0,False,False
P0AA10,0,1,1,True,True
O74175,0,1,0,False,False
Q9SIM4,0,1,0,False,False
Q9T043,0,1,0,False,False
P0ADY3,0,1,1,True,True
Q63507,0,1,0,False,False
O94238,0,1,0,False,False
O23515,0,1,0,False,False
Q8VYF1,0,1,0,False,False
O74895,0,1,0,False,False
Q9US22,0,1,0,False,False
P02413,0,1,0,True,True
P9WHD7,0,1,0,True,True
O42848,0,1,0,False,False
O42991,0,1,0,False,False
O43004,0,1,0,False,False
P0ADY7,0,1,1,True,True
Q93VI3,0,1,0,False,False
P51413,0,1,0,False,False
O14339,0,1,0,False,False
O59794,0,1,0,False,False
P0AG44,0,1,0,True,True
P9WHD3,0,1,0,True,True
P42791,0,1,0,False,False
Q940B0,0,1,0,False,False
Q10192,0,1,0,False,False
Q8TFH1,0,1,0,False,False
P0C018,0,1,0,True,True
Q9SRX2,0,1,0,False,False
Q9LUQ6,0,1,0,False,False
P49693,0,1,0,False,False
P05734,0,1,0,False,False
O42699,0,1,0,False,False
P0A7K6,0,1,0,True,True
P84099,0,1,1,True,True
O14363,0,1,0,False,False
O74836,0,1,0,False,False
Q8BVY0,0,1,0,False,False
Q9Y7R7,0,1,0,False,False
Q9UT32,0,1,0,False,False
P9WHC7,0,1,0,False,False
P0CT68,0,1,0,False,False
P0CT69,0,1,0,False,False
P9WHC5,0,1,0,True,True
Q43291,0,1,0,False,False
Q9FDZ9,0,1,0,False,False
Q9UUC1,0,1,0,False,False
O42706,0,1,0,False,False
P0AG48,0,1,0,True,True
P20280,0,1,0,False,False
Q9SRX7,0,1,0,False,False
Q9M9W1,0,1,0,False,False
Q9FE58,0,1,0,False,False
P61175,0,1,0,True,True
P47198,0,1,0,False,False
Q09668,0,1,0,False,False
P62752,0,1,1,False,False
P0CT60,0,1,0,False,False
P0CT61,0,1,0,False,False
P49690,0,1,0,False,False
P0ADZ0,0,1,0,True,True
P62830,0,1,0,False,False
P62832,0,1,0,False,False
Q42347,0,1,0,False,False
O74884,0,1,0,False,False
P60624,0,1,0,True,True
P83732,0,1,1,False,False
Q10330,0,1,0,False,False
O74391,0,1,0,False,False
P9WHB5,0,1,0,True,True
Q9FJX2,0,1,0,False,False
P78946,0,1,0,False,False
Q9SKX8,0,1,0,False,False
Q8LCL3,0,1,0,False,False
P51419,0,1,0,False,False
P18445,0,1,0,False,False
O14388,0,1,0,False,False
O74538,0,1,0,False,False
Q9P843,0,1,0,False,False
P0A7L8,0,1,0,True,True
Q9M0E2,0,1,0,False,False
P36585,0,1,0,False,False
P57728,0,1,0,False,False
O14069,0,1,0,False,False
P0A7M2,0,1,0,True,True
P17702,0,1,0,False,False
Q9M7X7,0,1,0,False,False
P0A7M6,0,1,0,True,True
Q92366,0,1,0,False,False
P0CT70,0,1,0,False,False
P0CT72,0,1,0,False,False
P60422,0,1,1,True,True
Q9C8F7,0,1,0,False,False
Q8VZ19,0,1,0,False,False
P52808,0,1,0,False,False
Q9UTP0,0,1,0,False,False
P0AG51,0,1,0,True,True
Q9SLL7,0,1,0,False,False
Q9STR1,0,1,0,False,False
P51420,0,1,0,False,False
P17094,0,1,0,False,False
Q9V597,0,1,1,True,False
P0A7M9,0,1,1,True,True
P62902,0,1,0,False,False
Q9URX6,0,1,0,False,False
P49211,0,1,0,False,False
Q9FHG2,0,1,0,False,False
P79015,0,1,0,False,False
O42935,0,1,0,False,False
P22738,0,1,0,False,False
P0A7N4,0,1,0,True,True
Q9USX4,0,1,0,False,False
P0A7N9,0,1,0,True,True
Q42351,0,1,0,False,False
Q9FE65,0,1,0,False,False
Q9LJW6,0,1,0,False,False
O42846,0,1,0,False,False
Q9URT8,0,1,0,False,False
Q9D1R9,0,1,0,False,False
P11250,0,1,0,False,False
Q9SF53,0,1,0,False,False
O80626,0,1,0,False,False
Q9M3D2,0,1,0,False,False
O55142,0,1,0,False,False
P0A7Q1,0,1,1,True,True
O74904,0,1,0,False,False
O80929,0,1,0,False,False
Q9M352,0,1,0,False,False
Q9LZ57,0,1,0,False,False
O23290,0,1,0,False,False
Q92365,0,1,0,False,False
O94658,0,1,0,False,False
Q969Q0,0,1,0,False,False
P49630,0,1,1,True,False
P0A7Q6,0,1,0,True,True
P39032,0,1,0,False,False
Q8LFH7,0,1,0,False,False
Q43292,0,1,0,False,False
Q8LEM8,0,1,0,False,False
D4AAZ6,0,1,1,False,False
P59289,0,1,0,False,False
P05733,0,1,0,False,False
P61928,0,1,1,False,False
Q9USR7,0,1,0,False,False
Q09900,0,1,0,False,False
O22860,0,1,0,False,False
P63174,0,1,0,False,False
P51424,0,1,0,False,False
Q8L8W6,0,1,0,False,False
P62893,0,1,0,False,False
P40372,0,1,0,False,False
P36584,0,1,0,False,False
Q8TDU9,0,1,0,False,False
P60438,0,1,0,True,True
P21531,0,1,1,False,False
P0CH07,0,1,0,True,True
B9DHA6,0,1,0,False,False
P0CT81,0,1,0,False,False
P0CT82,0,1,0,False,False
Q9HGL8,0,1,0,False,False
O94686,0,1,0,False,False
Q9UTI8,0,1,0,False,False
Q9SF40,0,1,0,False,False
Q9P784,0,1,0,False,False
O74801,0,1,0,False,False
O74306,0,1,0,False,False
Q9C9C6,0,1,0,False,False
Q9C9C5,0,1,0,False,False
P0AG55,0,1,0,True,True
P21533,0,1,1,False,False
P79071,0,1,0,False,False
Q9SAI5,0,1,0,False,False
P60040,0,1,0,False,False
Q9LHP1,0,1,0,False,False
P49692,0,1,0,False,False
Q9LZH9,0,1,0,False,False
P12970,0,1,0,False,False
P17937,0,1,0,False,False
P25457,0,1,0,False,False
O60143,0,1,0,False,False
P0A7K2,0,1,0,True,True
P46286,0,1,0,False,False
Q4PSL7,0,1,0,False,False
Q42064,0,1,0,False,False
Q9SZX9,0,1,0,False,False
Q10232,0,1,0,False,False
O74905,0,1,0,False,False
Q54XI5,0,1,0,True,True
P0A7R1,0,1,1,True,True
P9WH79,0,1,0,True,True
O04204,0,1,0,False,False
P22685,0,1,0,True,True
P19889,0,1,1,False,False
O74864,0,1,0,False,False
Q8LCW9,0,1,0,False,False
O23095,0,1,0,False,False
Q8LEQ0,0,1,0,False,False
Q9HFQ7,0,1,1,False,False
P08570,0,1,1,False,False
P52855,0,1,1,False,False
P17476,0,1,0,False,False
Q9LH85,0,1,0,False,False
Q9LXM8,0,1,0,False,False
Q9LUK2,0,1,0,False,False
P46252,0,1,1,False,False
O24415,0,1,1,False,False
P05389,0,1,1,False,False
P08094,0,1,0,False,False
Q9SVZ6,0,1,0,False,False
Q9LVC9,0,1,0,False,False
P17477,0,1,0,False,False
P17478,0,1,0,False,False
Q9UU78,0,1,0,False,False
O14317,0,1,0,False,False
Q9MA62,0,1,0,False,False
Q8L9P8,0,1,0,False,False
O60102,0,1,0,False,False
Q9LVI6,0,1,0,False,False
P9WH15,0,1,0,False,False
O22165,0,1,0,False,False
Q9UHA3,0,1,0,False,False
Q10353,0,1,0,False,False
P10100,0,1,0,False,False
Q99N96,0,1,0,False,False
Q9P6M9,0,1,0,False,False
Q9D773,0,1,0,False,False
P0C8K6,0,1,0,False,False
Q2F969,0,1,0,False,False
Q99N95,0,1,0,False,False
O43042,0,1,0,False,False
Q9DCU6,0,1,0,False,False
P87232,0,1,0,False,False
Q09865,0,1,0,False,False
O14337,0,1,0,False,False
O94345,0,1,0,False,False
Q99N94,0,1,0,False,False
Q9P6P6,0,1,0,False,False
Q3TBW2,0,1,0,False,False
Q9Y7M5,0,1,0,False,False
Q9CQF0,0,1,0,False,False
Q09724,0,1,0,False,False
Q9DB15,0,1,0,False,False
Q9D1P0,0,1,0,False,False
Q9D1I6,0,1,0,False,False
Q9Y7Z7,0,1,0,False,False
Q99N93,0,1,0,False,False
Q9Y822,0,1,0,False,False
O94398,0,1,0,False,False
Q9CQL5,0,1,0,False,False
Q9D338,0,1,0,False,False
Q9UTK2,0,1,0,False,False
Q9CQL4,0,1,0,False,False
O94723,0,1,0,False,False
Q9D1N9,0,1,0,False,False
O74464,0,1,0,False,False
O35972,0,1,0,False,False
O60118,0,1,0,False,False
Q9CQ06,0,1,0,False,False
O60091,0,1,0,False,False
Q9UUJ5,0,1,0,False,False
Q99N92,0,1,0,False,False
Q9D1B9,0,1,0,False,False
O14181,0,1,0,False,False
Q9D7N6,0,1,0,False,False
Q9UR27,0,1,0,False,False
Q9DCI9,0,1,0,False,False
O94379,0,1,0,False,False
Q9CQP0,0,1,0,False,False
O59856,0,1,0,False,False
Q99N91,0,1,0,False,False
Q9P7L9,0,1,0,False,False
Q9CQL6,0,1,0,False,False
O14341,0,1,0,False,False
Q99N90,0,1,0,False,False
Q921S7,0,1,0,False,False
Q9Y7U8,0,1,0,False,False
Q8K2M0,0,1,0,False,False
O94292,0,1,0,False,False
O74394,0,1,0,False,False
Q9Z2Q5,0,1,0,False,False
P83565,0,1,0,False,False
O14178,0,1,0,False,False
Q9CQN7,0,1,0,False,False
Q9CPV3,0,1,0,False,False
Q99N89,0,1,0,False,False
Q9D0Q7,0,1,0,False,False
Q9EQI8,0,1,0,False,False
Q8K2Y7,0,1,0,False,False
Q8JZS9,0,1,0,False,False
Q9CQ40,0,1,0,False,False
Q8VDT9,0,1,0,False,False
Q9CPY1,0,1,0,False,False
Q9UUC8,0,1,0,False,False
Q9D0Y8,0,1,0,False,False
Q9D1H8,0,1,0,False,False
Q9CPW3,0,1,0,False,False
Q9CZ83,0,1,0,False,False
P93030,0,1,1,False,False
Q8GUK7,0,1,1,False,False
P34560,0,1,0,False,False
Q9DCV4,0,1,0,False,False
Q96LZ7,0,1,0,False,False
Q8BSE0,0,1,0,False,False
Q3UJU9,0,1,0,False,False
Q10160,0,1,0,False,False
Q9P801,0,1,0,False,False
P37744,0,1,1,True,True
P37760,0,1,0,False,False
Q8CI78,0,1,0,False,False
Q9UT91,0,1,0,False,False
Q8VZ14,0,1,0,False,False
Q10170,0,1,0,False,False
Q9Y508,0,1,1,False,False
Q96EQ8,0,1,1,True,True
Q9D9R0,0,1,1,False,False
Q8NC42,0,1,0,False,False
Q9CQ29,0,1,0,False,False
Q6ZMZ0,0,1,1,False,False
Q8TC41,0,1,0,False,False
P07998,0,1,1,True,True
P34096,0,1,0,True,True
P30850,0,1,0,True,True
Q8BLR7,0,1,0,False,False
O43567,0,1,0,True,True
Q9H0A6,0,1,0,False,False
O94941,0,1,1,False,False
P0CZ13,0,1,0,False,False
Q7M3S9,0,1,0,False,False
Q9UST8,0,1,0,False,False
O94627,0,1,0,False,False
Q9P7W9,0,1,0,False,False
Q09100,0,1,0,False,False
P9WGZ7,0,1,0,True,True
Q1MTR2,0,1,0,False,False
P25367,0,1,0,False,False
P00651,0,1,0,True,True
P30014,0,1,0,True,True
Q9H777,0,1,0,True,True
Q80Y81,0,1,0,False,False
Q99729,0,1,1,True,True
P0ACI0,0,1,1,True,True
Q9LZN0,0,1,0,False,False
Q09775,0,1,0,False,False
Q9HAT0,0,1,1,False,False
P86509,0,1,0,False,False
P86510,0,1,0,False,False
P86511,0,1,0,False,False
P86512,0,1,0,False,False
P86513,0,1,0,False,False
P86514,0,1,0,False,False
P86515,0,1,0,False,False
Q9Y2J0,0,1,1,False,False
Q93W34,0,1,0,False,False
Q9FJB5,0,1,0,False,False
Q9FJK8,0,1,0,False,False
Q9USZ4,0,1,0,False,False
O43036,0,1,0,False,False
O14086,0,1,0,False,False
Q9VIZ0,0,1,0,False,False
O42853,0,1,0,False,False
Q9H6T3,0,1,0,True,True
P87123,0,1,0,True,True
P37382,0,1,0,True,True
O81098,0,1,0,False,False
Q9SJ96,0,1,0,False,False
O81097,0,1,0,False,False
Q9M1A8,0,1,0,False,False
Q6NLH0,0,1,0,False,False
Q9C106,0,1,0,False,False
Q91WD1,0,1,1,False,False
O74857,0,1,0,False,False
O74883,0,1,0,False,False
O94553,0,1,0,False,False
Q8WZJ8,0,1,0,False,False
Q39212,0,1,0,False,False
Q9ZVB9,0,1,0,False,False
Q9FJ98,0,1,0,False,False
Q9M1J2,0,1,0,False,False
Q9M1H8,0,1,0,False,False
Q28175,0,1,1,True,True
O14105,0,1,0,False,False
Q43157,0,1,1,False,False
Q9H9Y2,0,1,1,False,False
Q9LUG5,0,1,0,False,False
Q9H7B2,0,1,1,False,False
Q92565,0,1,1,True,True
Q9FI13,0,1,0,False,False
O94444,0,1,1,True,True
Q91YQ5,0,1,0,False,False
P07153,0,1,0,False,False
O74762,0,1,0,False,False
O42897,0,1,0,False,False
Q9P7S2,0,1,0,False,False
O74440,0,1,0,False,False
Q9US13,0,1,0,False,False
P0A7Z4,0,1,1,True,True
Q6ENE2,0,1,0,False,False
P0C498,0,1,0,False,False
P0C499,0,1,0,False,False
P0C500,0,1,0,False,False
Q6ENI3,0,1,0,False,False
P0C504,0,1,0,False,False
P0C505,0,1,0,False,False
P0C506,0,1,0,False,False
Q93Y94,0,1,0,False,False
O24600,0,1,0,False,False
P69242,0,1,0,False,False
Q9Y813,0,1,0,False,False
Q9LK61,0,1,0,False,False
Q6ENE1,0,1,0,False,False
P0C462,0,1,0,False,False
P0C463,0,1,0,False,False
P0C464,0,1,0,False,False
Q6ENC0,0,1,0,False,False
P0C460,0,1,0,False,False
P0C461,0,1,0,False,False
P42732,0,1,0,False,False
O43082,0,1,0,False,False
O14279,0,1,0,False,False
Q6ENH6,0,1,0,False,False
P0C465,0,1,0,False,False
P0C466,0,1,0,False,False
P0C467,0,1,0,False,False
Q6ENB2,0,1,0,False,False
P0C468,0,1,0,False,False
P0C469,0,1,0,False,False
P0C470,0,1,0,False,False
Q6ENJ5,0,1,0,False,False
P0C473,0,1,0,False,False
P0C474,0,1,0,False,False
Q6ENF1,0,1,0,False,False
P0C475,0,1,0,False,False
P0C476,0,1,0,False,False
P0C477,0,1,0,False,False
Q6EN80,0,1,0,False,False
P0C478,0,1,0,False,False
P0C479,0,1,0,False,False
Q9ASV6,0,1,0,False,False
Q6ENI1,0,1,0,False,False
P0C480,0,1,0,False,False
P0C481,0,1,0,False,False
P0C482,0,1,0,False,False
Q6END5,0,1,0,False,False
P0C483,0,1,0,False,False
P0C484,0,1,0,False,False
P0C485,0,1,0,False,False
Q6ENH2,0,1,0,False,False
P0C486,0,1,0,False,False
P0C487,0,1,0,False,False
P0C488,0,1,0,False,False
Q8VY91,0,1,0,False,False
Q6ENC1,0,1,0,False,False
P0C489,0,1,0,False,False
P0C490,0,1,0,False,False
P0C491,0,1,0,False,False
